,id,organization_id,name,type,age,gender,size,contact,url
251,70489816,TN25,Bobbie,Cat,Young,Female,Small,"{'email': 'adopt@heschatt.org', 'phone': '(423) 624-5302', 'address': {'address1': '4155 Randolph Circle', 'address2': None, 'city': 'Chattanooga', 'state': 'TN', 'postcode': '37406', 'country': 'US'}}",https://www.petfinder.com/cat/bobbie-70489816/tn/chattanooga/humane-educational-society-of-chattanooga-tn-tn25/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
252,70489817,TN25,Jasper,Dog,Adult,Male,Medium,"{'email': 'adopt@heschatt.org', 'phone': '(423) 624-5302', 'address': {'address1': '4155 Randolph Circle', 'address2': None, 'city': 'Chattanooga', 'state': 'TN', 'postcode': '37406', 'country': 'US'}}",https://www.petfinder.com/dog/jasper-70489817/tn/chattanooga/humane-educational-society-of-chattanooga-tn-tn25/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
253,70489818,TN25,Artemis,Cat,Young,Female,Small,"{'email': 'adopt@heschatt.org', 'phone': '(423) 624-5302', 'address': {'address1': '4155 Randolph Circle', 'address2': None, 'city': 'Chattanooga', 'state': 'TN', 'postcode': '37406', 'country': 'US'}}",https://www.petfinder.com/cat/artemis-70489818/tn/chattanooga/humane-educational-society-of-chattanooga-tn-tn25/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
254,70489819,TN25,Alex,Dog,Adult,Female,Small,"{'email': 'adopt@heschatt.org', 'phone': '(423) 624-5302', 'address': {'address1': '4155 Randolph Circle', 'address2': None, 'city': 'Chattanooga', 'state': 'TN', 'postcode': '37406', 'country': 'US'}}",https://www.petfinder.com/dog/alex-70489819/tn/chattanooga/humane-educational-society-of-chattanooga-tn-tn25/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
255,70489814,CA2713,KEIRA,Dog,Adult,Female,Medium,"{'email': 'adoptions@vida4animals.org', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Rowland Heights', 'state': 'CA', 'postcode': '91748', 'country': 'US'}}",https://www.petfinder.com/dog/keira-70489814/ca/rowland-heights/vida-rescue-ca2713/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
256,70489812,FL1626,Cookie,Cat,Baby,Female,Small,"{'email': 'hoffmeyerar@gmail.com', 'phone': '(352) 455-7421', 'address': {'address1': '296 Silverado Street ', 'address2': None, 'city': 'Tavares', 'state': 'FL', 'postcode': '32778', 'country': 'US'}}",https://www.petfinder.com/cat/cookie-70489812/fl/tavares/hoffmeyer-animal-rescue-fl1626/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
257,70489806,VA629,Peeta,Dog,Adult,Male,Small,"{'email': 'adopt@olddominionhumanesociety.org', 'phone': '(540) 369-8967', 'address': {'address1': '3602 Lafayette Blvd', 'address2': None, 'city': 'Fredericksburg', 'state': 'VA', 'postcode': '22408', 'country': 'US'}}",https://www.petfinder.com/dog/peeta-70489806/va/fredericksburg/old-dominion-humane-society-va629/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
258,70489811,TN807,Juju,Cat,Baby,Female,Small,"{'email': 'RutherfordCountyCatRescue@gmail.com', 'phone': None, 'address': {'address1': 'PO Box 11824', 'address2': None, 'city': 'Murfreesboro', 'state': 'TN', 'postcode': '37129', 'country': 'US'}}",https://www.petfinder.com/cat/juju-70489811/tn/murfreesboro/rutherford-county-cat-rescue-tn807/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
259,70489809,CT625,Winston,Dog,Baby,Male,Large,"{'email': 'tobysdreamrescue@aol.com', 'phone': '(203) 500-0600', 'address': {'address1': None, 'address2': None, 'city': 'West Haven', 'state': 'CT', 'postcode': '06516', 'country': 'US'}}",https://www.petfinder.com/dog/winston-70489809/ct/west-haven/tobys-dream-rescue-ct625/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
260,70489807,NC1192,Sophie,Dog,Adult,Female,Medium,"{'email': 'misfitmountainnc@gmail.com', 'phone': '(614) 852-0244', 'address': {'address1': None, 'address2': None, 'city': 'Clyde', 'state': 'NC', 'postcode': '28721', 'country': 'US'}}",https://www.petfinder.com/dog/sophie-70489807/nc/clyde/misfit-mountain-nc1192/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
261,70489805,NC1192,Novak,Dog,Adult,Male,Large,"{'email': 'misfitmountainnc@gmail.com', 'phone': '(614) 852-0244', 'address': {'address1': None, 'address2': None, 'city': 'Clyde', 'state': 'NC', 'postcode': '28721', 'country': 'US'}}",https://www.petfinder.com/dog/novak-70489805/nc/clyde/misfit-mountain-nc1192/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
262,70489802,IN287,Raven,Dog,Baby,Female,Large,"{'email': 'petfinder.inquiry@lolin.org', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Indianapolis', 'state': 'IN', 'postcode': '46220', 'country': 'US'}}",https://www.petfinder.com/dog/raven-70489802/in/indianapolis/love-of-labs-in287/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
263,70489801,NC1192,Axel,Dog,Adult,Male,Large,"{'email': 'misfitmountainnc@gmail.com', 'phone': '(614) 852-0244', 'address': {'address1': None, 'address2': None, 'city': 'Clyde', 'state': 'NC', 'postcode': '28721', 'country': 'US'}}",https://www.petfinder.com/dog/axel-70489801/nc/clyde/misfit-mountain-nc1192/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
264,70489800,NC1192,Roxie,Dog,Young,Female,Large,"{'email': 'misfitmountainnc@gmail.com', 'phone': '(614) 852-0244', 'address': {'address1': None, 'address2': None, 'city': 'Clyde', 'state': 'NC', 'postcode': '28721', 'country': 'US'}}",https://www.petfinder.com/dog/roxie-70489800/nc/clyde/misfit-mountain-nc1192/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
265,70489799,TX2269,Phoebe Buffay,Dog,Adult,Female,Medium,"{'email': 'kristin@threelittlepittiesrescue.org', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Austin', 'state': 'TX', 'postcode': '78705', 'country': 'US'}}",https://www.petfinder.com/dog/phoebe-buffay-70489799/tx/austin/three-little-pitties-rescue-tx2269/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
266,70489795,IL889,Mini,Cat,Senior,Female,Medium,"{'email': 'info@findingforeveranimalrescue.org', 'phone': None, 'address': {'address1': '1117 E Main St', 'address2': None, 'city': 'Marion', 'state': 'IL', 'postcode': '62959', 'country': 'US'}}",https://www.petfinder.com/cat/mini-70489795/il/marion/finding-forever-animal-rescue-il889/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
267,70489796,IL889,Buddy,Cat,Senior,Male,Medium,"{'email': 'info@findingforeveranimalrescue.org', 'phone': None, 'address': {'address1': '1117 E Main St', 'address2': None, 'city': 'Marion', 'state': 'IL', 'postcode': '62959', 'country': 'US'}}",https://www.petfinder.com/cat/buddy-70489796/il/marion/finding-forever-animal-rescue-il889/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
268,70489797,IL889,Taz,Cat,Adult,Female,Medium,"{'email': 'info@findingforeveranimalrescue.org', 'phone': None, 'address': {'address1': '1117 E Main St', 'address2': None, 'city': 'Marion', 'state': 'IL', 'postcode': '62959', 'country': 'US'}}",https://www.petfinder.com/cat/taz-70489797/il/marion/finding-forever-animal-rescue-il889/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
269,70489798,IL889,Butters,Cat,Adult,Male,Medium,"{'email': 'info@findingforeveranimalrescue.org', 'phone': None, 'address': {'address1': '1117 E Main St', 'address2': None, 'city': 'Marion', 'state': 'IL', 'postcode': '62959', 'country': 'US'}}",https://www.petfinder.com/cat/butters-70489798/il/marion/finding-forever-animal-rescue-il889/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
270,70489793,NC1192,Dancer,Dog,Adult,Female,Medium,"{'email': 'misfitmountainnc@gmail.com', 'phone': '(614) 852-0244', 'address': {'address1': None, 'address2': None, 'city': 'Clyde', 'state': 'NC', 'postcode': '28721', 'country': 'US'}}",https://www.petfinder.com/dog/dancer-70489793/nc/clyde/misfit-mountain-nc1192/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
271,70489792,CA2713,ALDO,Dog,Adult,Male,Medium,"{'email': 'adoptions@vida4animals.org', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Rowland Heights', 'state': 'CA', 'postcode': '91748', 'country': 'US'}}",https://www.petfinder.com/dog/aldo-70489792/ca/rowland-heights/vida-rescue-ca2713/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
272,70489790,AR372,Anna,Cat,Young,Female,Medium,"{'email': 'fortsmithanimalhaven@gmail.com', 'phone': '(479) 551-2221', 'address': {'address1': '9501 Black Bear Trail', 'address2': None, 'city': 'Fort Smith', 'state': 'AR', 'postcode': '72916', 'country': 'US'}}",https://www.petfinder.com/cat/anna-70489790/ar/fort-smith/fort-smith-animal-haven-ar372/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
273,70489791,AR372,Elsa,Cat,Young,Female,Medium,"{'email': 'fortsmithanimalhaven@gmail.com', 'phone': '(479) 551-2221', 'address': {'address1': '9501 Black Bear Trail', 'address2': None, 'city': 'Fort Smith', 'state': 'AR', 'postcode': '72916', 'country': 'US'}}",https://www.petfinder.com/cat/elsa-70489791/ar/fort-smith/fort-smith-animal-haven-ar372/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
274,70489784,GA830,Lucille Ball,Cat,Young,Female,Small,"{'email': 'info@streetpaws.org', 'phone': None, 'address': {'address1': '109 Bethlehem Rd.', 'address2': None, 'city': 'Locust Grove', 'state': 'GA', 'postcode': '30248', 'country': 'US'}}",https://www.petfinder.com/cat/lucille-ball-70489784/ga/locust-grove/street-paws-inc-ga830/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
275,70489785,GA830,Ricky Ricardo,Cat,Young,Male,Small,"{'email': 'info@streetpaws.org', 'phone': None, 'address': {'address1': '109 Bethlehem Rd.', 'address2': None, 'city': 'Locust Grove', 'state': 'GA', 'postcode': '30248', 'country': 'US'}}",https://www.petfinder.com/cat/ricky-ricardo-70489785/ga/locust-grove/street-paws-inc-ga830/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
276,70489786,GA830,Cupid,Cat,Young,Male,Small,"{'email': 'info@streetpaws.org', 'phone': None, 'address': {'address1': '109 Bethlehem Rd.', 'address2': None, 'city': 'Locust Grove', 'state': 'GA', 'postcode': '30248', 'country': 'US'}}",https://www.petfinder.com/cat/cupid-70489786/ga/locust-grove/street-paws-inc-ga830/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
277,70489787,GA830,Lovey,Cat,Young,Female,Small,"{'email': 'info@streetpaws.org', 'phone': None, 'address': {'address1': '109 Bethlehem Rd.', 'address2': None, 'city': 'Locust Grove', 'state': 'GA', 'postcode': '30248', 'country': 'US'}}",https://www.petfinder.com/cat/lovey-70489787/ga/locust-grove/street-paws-inc-ga830/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
278,70489788,GA830,Dovey,Cat,Young,Female,Small,"{'email': 'info@streetpaws.org', 'phone': None, 'address': {'address1': '109 Bethlehem Rd.', 'address2': None, 'city': 'Locust Grove', 'state': 'GA', 'postcode': '30248', 'country': 'US'}}",https://www.petfinder.com/cat/dovey-70489788/ga/locust-grove/street-paws-inc-ga830/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
279,70489789,NJ736,Lil Bit,Cat,Baby,Female,Medium,"{'email': 'inquiries@trentoncats.org', 'phone': '(857) 228-8696', 'address': {'address1': None, 'address2': None, 'city': 'Trenton', 'state': 'NJ', 'postcode': '08618', 'country': 'US'}}",https://www.petfinder.com/cat/lil-bit-70489789/nj/trenton/trenton-cats-rescue-nj736/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
280,70489789,NJ736,Lil Bit,Cat,Baby,Female,Medium,"{'email': 'inquiries@trentoncats.org', 'phone': '(857) 228-8696', 'address': {'address1': None, 'address2': None, 'city': 'Trenton', 'state': 'NJ', 'postcode': '08618', 'country': 'US'}}",https://www.petfinder.com/cat/lil-bit-70489789/nj/trenton/trenton-cats-rescue-nj736/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
281,70489782,MI812,D-O-G! Loves other dogs! ,Dog,Young,Male,Large,"{'email': 'misfitangels@gmail.com', 'phone': '(586) 339-5443', 'address': {'address1': None, 'address2': None, 'city': 'Eastpointe', 'state': 'MI', 'postcode': '48021', 'country': 'US'}}",https://www.petfinder.com/dog/d-o-g-loves-other-dogs-70489782/mi/eastpointe/misfit-angels-dog-rescue-mi812/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
282,70489781,NC1056,Honi,Dog,Adult,Female,Large,"{'email': 'faithhopeandlove.rescue@yahoo.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Salisbury', 'state': 'NC', 'postcode': '28145', 'country': 'US'}}",https://www.petfinder.com/dog/honi-70489781/nc/salisbury/faith-hope-and-love-animal-rescue-nc-nc1056/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
283,70489780,SC592,Cash,Dog,Young,Male,Extra Large,"{'email': 'slsanctuarysc@gmail.com', 'phone': '(843) 412-6739', 'address': {'address1': None, 'address2': None, 'city': 'St. George', 'state': 'SC', 'postcode': '29477', 'country': 'US'}}",https://www.petfinder.com/dog/cash-70489780/sc/st-george/shangri-la-sanctuary-sc592/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
284,70489778,OR177,Memphis,Dog,Young,Male,Large,"{'email': 'DOG@co.marion.or.us', 'phone': '(503) 588-5233', 'address': {'address1': '3550 Aumsville Hwy SE', 'address2': None, 'city': 'Salem', 'state': 'OR', 'postcode': '97301', 'country': 'US'}}",https://www.petfinder.com/dog/memphis-70489778/or/salem/marion-county-dog-shelter-or177/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
285,70489779,OR177,Rook,Dog,Young,Male,Large,"{'email': 'DOG@co.marion.or.us', 'phone': '(503) 588-5233', 'address': {'address1': '3550 Aumsville Hwy SE', 'address2': None, 'city': 'Salem', 'state': 'OR', 'postcode': '97301', 'country': 'US'}}",https://www.petfinder.com/dog/rook-70489779/or/salem/marion-county-dog-shelter-or177/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
286,70489777,NC1192,Stanley,Dog,Adult,Male,Extra Large,"{'email': 'misfitmountainnc@gmail.com', 'phone': '(614) 852-0244', 'address': {'address1': None, 'address2': None, 'city': 'Midwest City ', 'state': 'OK', 'postcode': '73130', 'country': 'US'}}",https://www.petfinder.com/dog/stanley-70489777/ok/midwest-city/misfit-mountain-nc1192/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
287,70489774,FL252,TENDER HEART,Dog,Young,Female,Medium,"{'email': 'ACADAdoptions@broward.org', 'phone': None, 'address': {'address1': '2400 SW 42nd Street', 'address2': None, 'city': 'Fort Lauderdale', 'state': 'FL', 'postcode': '33312', 'country': 'US'}}",https://www.petfinder.com/dog/tender-heart-70489774/fl/fort-lauderdale/broward-county-animal-care-and-adoption-fl252/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
288,70489770,NY1570,Evelyn,Cat,Baby,Female,Medium,"{'email': 'brooklynanimalrescuers@gmail.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Brooklyn', 'state': 'NY', 'postcode': '11230', 'country': 'US'}}",https://www.petfinder.com/cat/evelyn-70489770/ny/brooklyn/brooklyn-animal-rescue-ny1570/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
289,70489766,NY245,Pilar,Dog,Adult,Female,Medium,"{'email': 'kristinflagg.strayfromtheheart@gmail.com', 'phone': None, 'address': {'address1': 'P.O. Box 11', 'address2': None, 'city': 'New York', 'state': 'NY', 'postcode': '10023', 'country': 'US'}}",https://www.petfinder.com/dog/pilar-70489766/ny/new-york/stray-from-the-heart-ny245/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
290,70489765,MI340,Zeus,Dog,Adult,Male,Large,"{'email': 'adopt@chspets.org', 'phone': '(517) 787-7387', 'address': {'address1': '1515 Carmen Drive', 'address2': None, 'city': 'Jackson', 'state': 'MI', 'postcode': '49202', 'country': 'US'}}",https://www.petfinder.com/dog/zeus-70489765/mi/jackson/cascades-humane-society-mi340/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
291,70489767,SK14,Freddy,Cat,Young,Male,Small,"{'email': 'battlefordshumanesociety@sasktel.net', 'phone': '(306) 446-2700', 'address': {'address1': '751 - 114th Street', 'address2': 'Box 645', 'city': 'North Battleford', 'state': 'SK', 'postcode': 'S9A 2M7', 'country': 'CA'}}",https://www.petfinder.com/cat/freddy-70489767/sk/north-battleford/battlefords-humane-society-sk14/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
292,70489764,NC1192,Charlie,Dog,Adult,Male,Medium,"{'email': 'misfitmountainnc@gmail.com', 'phone': '(614) 852-0244', 'address': {'address1': None, 'address2': None, 'city': 'Clyde', 'state': 'NC', 'postcode': '28721', 'country': 'US'}}",https://www.petfinder.com/dog/charlie-70489764/nc/clyde/misfit-mountain-nc1192/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
293,70489763,VA28,Rinestone Cowboy,Dog,Young,Male,Large,"{'email': 'emersonjoyce@outlook.com', 'phone': None, 'address': {'address1': 'P.O. Box 385 (Mailing)', 'address2': '6584 Beehive Drive (Physical)', 'city': 'Gloucester', 'state': 'VA', 'postcode': '23061', 'country': 'US'}}",https://www.petfinder.com/dog/rinestone-cowboy-70489763/va/gloucester/gloucester-animal-control-outreach-program-va28/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
294,70489761,ID100,Mac,Dog,Adult,Male,Large,"{'email': 'cathleen.catti@gmail.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Eagle', 'state': 'ID', 'postcode': '83616', 'country': 'US'}}",https://www.petfinder.com/dog/mac-70489761/id/eagle/boise-bully-breed-rescue-id100/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
295,70489760,KY167,Mac,Dog,Adult,Male,Large,"{'email': 'dcacanimals@yahoo.com', 'phone': '(270) 685-8275', 'address': {'address1': '2620 Hwy 81', 'address2': None, 'city': 'Owensboro', 'state': 'KY', 'postcode': '42301', 'country': 'US'}}",https://www.petfinder.com/dog/mac-70489760/ky/owensboro/daviess-county-animal-control-ky167/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
296,70489757,IL976,TOJI,Dog,Baby,Female,Large,"{'email': 'pharf.adopt@gmail.com', 'phone': '(224) 484-9107', 'address': {'address1': None, 'address2': None, 'city': 'GILBERTS', 'state': 'IL', 'postcode': '60136', 'country': 'US'}}",https://www.petfinder.com/dog/toji-70489757/il/gilberts/project-hope-animal-rescue-il976/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
297,70489758,IL976,BEAST,Dog,Baby,Female,Large,"{'email': 'pharf.adopt@gmail.com', 'phone': '(224) 484-9107', 'address': {'address1': None, 'address2': None, 'city': 'GILBERTS', 'state': 'IL', 'postcode': '60136', 'country': 'US'}}",https://www.petfinder.com/dog/beast-70489758/il/gilberts/project-hope-animal-rescue-il976/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
298,70489759,IL976,MIRACLE,Dog,Baby,Female,Large,"{'email': 'pharf.adopt@gmail.com', 'phone': '(224) 484-9107', 'address': {'address1': None, 'address2': None, 'city': 'GILBERTS', 'state': 'IL', 'postcode': '60136', 'country': 'US'}}",https://www.petfinder.com/dog/miracle-70489759/il/gilberts/project-hope-animal-rescue-il976/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
299,70489752,NC1066,Marigold,Dog,Young,Female,Medium,"{'email': 'AdoptCabarrus@cabarruscounty.us', 'phone': '(704) 920-3288', 'address': {'address1': '244 Betsy Carpenter Place SW', 'address2': None, 'city': 'Concord', 'state': 'NC', 'postcode': '28025', 'country': 'US'}}",https://www.petfinder.com/dog/marigold-70489752/nc/concord/cabarrus-county-animal-shelter-nc1066/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
300,70489753,NC1066,Ewok,Dog,Baby,Male,Medium,"{'email': 'AdoptCabarrus@cabarruscounty.us', 'phone': '(704) 920-3288', 'address': {'address1': '244 Betsy Carpenter Place SW', 'address2': None, 'city': 'Concord', 'state': 'NC', 'postcode': '28025', 'country': 'US'}}",https://www.petfinder.com/dog/ewok-70489753/nc/concord/cabarrus-county-animal-shelter-nc1066/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
301,70489754,IL976,BRECK,Dog,Baby,Female,Large,"{'email': 'pharf.adopt@gmail.com', 'phone': '(224) 484-9107', 'address': {'address1': None, 'address2': None, 'city': 'GILBERTS', 'state': 'IL', 'postcode': '60136', 'country': 'US'}}",https://www.petfinder.com/dog/breck-70489754/il/gilberts/project-hope-animal-rescue-il976/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
302,70489755,IL976,Tracy,Dog,Baby,Female,Large,"{'email': 'pharf.adopt@gmail.com', 'phone': '(224) 484-9107', 'address': {'address1': None, 'address2': None, 'city': 'GILBERTS', 'state': 'IL', 'postcode': '60136', 'country': 'US'}}",https://www.petfinder.com/dog/tracy-70489755/il/gilberts/project-hope-animal-rescue-il976/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
303,70489756,IL976,LUCY,Dog,Baby,Female,Large,"{'email': 'pharf.adopt@gmail.com', 'phone': '(224) 484-9107', 'address': {'address1': None, 'address2': None, 'city': 'GILBERTS', 'state': 'IL', 'postcode': '60136', 'country': 'US'}}",https://www.petfinder.com/dog/lucy-70489756/il/gilberts/project-hope-animal-rescue-il976/?referrer_id=7ce2fffe-d69d-41b9-a989-d0e245bd21fd&utm_source=api&utm_medium=partnership&utm_content=7ce2fffe-d69d-41b9-a989-d0e245bd21fd
